,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,url,song_and_artist,cluster
100,het regent zonnestralen,Acda en de Munnik,1a2GeLs7aMPvwJOjcVK0Vl,0.62,0.752,7,-5.647,1,0.0309,0.411,0.0,0.109,0.829,108.09,225733,https://open.spotify.com/track/1a2GeLs7aMPvwJOjcVK0Vl,Het Regent Zonnestralen - Acda en de Munnik,3
101,losing my religion,R.E.M.,31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx,Losing My Religion - R.E.M.,0
102,tears in heaven,Eric Clapton,7utRJ4BeYx85khzP3lKoBX,0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,271760,https://open.spotify.com/track/7utRJ4BeYx85khzP3lKoBX,Tears in Heaven - Eric Clapton,5
103,yesterday - remastered 2009,The Beatles,3BQHpFgAp4l80e1XslIjNI,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,https://open.spotify.com/track/3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009 - The Beatles,6
104,phantom of the opera,Floor Jansen,6ZJ7gv4YmbFAHCHMwsB8ZL,0.471,0.869,0,-6.136,0,0.0473,0.00251,2.41e-05,0.246,0.271,131.956,244176,https://open.spotify.com/track/6ZJ7gv4YmbFAHCHMwsB8ZL,Phantom Of The Opera - Floor Jansen,1
105,don't stop believin',Journey,4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin' - Journey,4
106,space oddity - 2015 remaster,David Bowie,72Z17vmmeQKAg8bptWvpVG,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,318027,https://open.spotify.com/track/72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remaster - David Bowie,6
107,lola montez,Volbeat,34rCwPVIy1OZKfIbXC9KmN,0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,267680,https://open.spotify.com/track/34rCwPVIy1OZKfIbXC9KmN,Lola Montez - Volbeat,1
108,the chain - 2004 remaster,Fleetwood Mac,5e9TFTbltYBg2xThimr0rU,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster - Fleetwood Mac,1
109,blackbird - remastered 2009,The Beatles,5jgFfDIR6FR0gvlA56Nakr,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,138387,https://open.spotify.com/track/5jgFfDIR6FR0gvlA56Nakr,Blackbird - Remastered 2009 - The Beatles,6
110,dreams - 2004 remaster,Fleetwood Mac,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster - Fleetwood Mac,3
111,belfast child,Simple Minds,0eK3xFRXlXQnwDKkbWHhXu,0.143,0.392,7,-13.005,1,0.0477,0.302,0.0862,0.103,0.295,81.036,404000,https://open.spotify.com/track/0eK3xFRXlXQnwDKkbWHhXu,Belfast Child - Simple Minds,6
112,suspicious minds,Elvis Presley,1H5IfYyIIAlgDX8zguUzns,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,261280,https://open.spotify.com/track/1H5IfYyIIAlgDX8zguUzns,Suspicious Minds - Elvis Presley,4
113,yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,Yellow - Coldplay,1
114,when the lady smiles,Golden Earring,6RGmi17H0xpHb7hpMxFwip,0.704,0.816,11,-7.121,1,0.0309,0.438,0.00891,0.354,0.83,131.577,340027,https://open.spotify.com/track/6RGmi17H0xpHb7hpMxFwip,When The Lady Smiles - Golden Earring,3
115,stil in mij,Van Dik Hout,3xOiF0xnt47PgOwprICudF,0.586,0.653,11,-8.576,1,0.0315,0.215,0.000555,0.133,0.388,99.454,244933,https://open.spotify.com/track/3xOiF0xnt47PgOwprICudF,Stil In Mij - Van Dik Hout,3
116,goodnight saigon,Billy Joel,4X7UqvLO8ThktU9M2XNxW9,0.594,0.391,0,-14.174,1,0.0623,0.132,0.0,0.0711,0.151,129.426,422933,https://open.spotify.com/track/4X7UqvLO8ThktU9M2XNxW9,Goodnight Saigon - Billy Joel,6
117,the pretender,Foo Fighters,7x8dCjCr0x6x2lXKujYD34,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,https://open.spotify.com/track/7x8dCjCr0x6x2lXKujYD34,The Pretender - Foo Fighters,1
118,have you ever seen the rain,Creedence Clearwater Revival,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133,https://open.spotify.com/track/2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain - Creedence Clearwater Revival,3
119,bitter sweet symphony,The Verve,57iDDD9N9tTWe75x6qhStw,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,357267,https://open.spotify.com/track/57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - The Verve,1
120,kleine jongen,Andre Hazes,6vzj8d0yOzg3ELH2T4u0CC,0.56,0.741,9,-4.755,1,0.031,0.0244,0.0,0.111,0.503,91.202,223133,https://open.spotify.com/track/6vzj8d0yOzg3ELH2T4u0CC,Kleine Jongen - Andre Hazes,3
121,zombie,The Cranberries,2IZZqH4K02UIYg5EohpNHF,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,306427,https://open.spotify.com/track/2IZZqH4K02UIYg5EohpNHF,Zombie - The Cranberries,1
122,paranoid,Black Sabbath,1jzDzZWeSDBg5fhNc3tczV,0.429,0.631,4,-11.514,0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,https://open.spotify.com/track/1jzDzZWeSDBg5fhNc3tczV,Paranoid - Black Sabbath,1
123,house of the rising sun,The Animals,4mn2kNTqiGLwaUR8JdhJ1l,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,https://open.spotify.com/track/4mn2kNTqiGLwaUR8JdhJ1l,House of the Rising Sun - The Animals,1
124,i still haven't found what i'm looking for,U2,6wpGqhRvJGNNXwWlPmkMyO,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,https://open.spotify.com/track/6wpGqhRvJGNNXwWlPmkMyO,I Still Haven't Found What I'm Looking For - U2,3
125,californication,Red Hot Chili Peppers,48UPSzbZjgc449aqz8bxox,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,https://open.spotify.com/track/48UPSzbZjgc449aqz8bxox,Californication - Red Hot Chili Peppers,0
126,billie jean,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5,Billie Jean - Michael Jackson,0
127,summer of '69,Bryan Adams,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,https://open.spotify.com/track/0GONea6G2XdnHWjNZd6zt3,Summer Of '69 - Bryan Adams,3
128,wuthering heights,Kate Bush,5YSI1311X8t31PBjkBG4CZ,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,269067,https://open.spotify.com/track/5YSI1311X8t31PBjkBG4CZ,Wuthering Heights - Kate Bush,6
129,fragile,Sting,5oE6INocVL9viDow5y8QNM,0.323,0.198,4,-21.035,0,0.0354,0.912,0.0698,0.0889,0.289,82.373,236307,https://open.spotify.com/track/5oE6INocVL9viDow5y8QNM,Fragile - Sting,6
130,killer queen - remastered 2011,Queen,4cIPLtg1avt2Jm3ne9S1zy,0.535,0.651,10,-6.326,1,0.0544,0.391,0.0,0.133,0.612,117.218,179600,https://open.spotify.com/track/4cIPLtg1avt2Jm3ne9S1zy,Killer Queen - Remastered 2011 - Queen,3
131,the boxer,Simon & Garfunkel,76TZCvJ8GitQ2FA1q5dKu0,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,308520,https://open.spotify.com/track/76TZCvJ8GitQ2FA1q5dKu0,The Boxer - Simon & Garfunkel,6
132,knights of cydonia,Muse,7ouMYWpwJ422jRcDASZB7P,0.366,0.963,11,-5.301,0,0.142,0.000273,0.0122,0.115,0.211,137.114,366213,https://open.spotify.com/track/7ouMYWpwJ422jRcDASZB7P,Knights of Cydonia - Muse,1
133,wonderwall,Oasis,79RUMZfMNMpqZnswovvTqv,0.412,0.844,2,-5.613,1,0.037,0.00214,0.0,0.134,0.459,174.452,258907,https://open.spotify.com/track/79RUMZfMNMpqZnswovvTqv,Wonderwall - Oasis,1
134,enjoy the silence,Depeche Mode,6WK9dVrRABMkUXFLNlgWFh,0.663,0.838,0,-5.744,0,0.0286,0.2,0.000177,0.0782,0.752,112.788,255133,https://open.spotify.com/track/6WK9dVrRABMkUXFLNlgWFh,Enjoy the Silence - Depeche Mode,0
135,a sky full of stars,Coldplay,0FDzzruyVECATHXKHFs9eJ,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,https://open.spotify.com/track/0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars - Coldplay,1
136,nobody's wife,Anouk,1Q0p30HuN1ADMX2CmPzIvO,0.506,0.903,6,-6.684,1,0.0374,0.00764,6.06e-05,0.144,0.5,98.074,205733,https://open.spotify.com/track/1Q0p30HuN1ADMX2CmPzIvO,Nobody's Wife - Anouk,3
137,hallelujah,Leonard Cohen,7yzbimr8WVyAtBX3Eg6UL9,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,277160,https://open.spotify.com/track/7yzbimr8WVyAtBX3Eg6UL9,Hallelujah - Leonard Cohen,6
138,come as you are,Nirvana,0MKGH8UMfCnq5w7nG06oM5,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,https://open.spotify.com/track/0MKGH8UMfCnq5w7nG06oM5,Come As You Are - Nirvana,0
139,mr. brightside,The Killers,003vvx7Niy0yvhvHt4a68B,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,Mr. Brightside - The Killers,1
140,the winner takes it all,ABBA,3oEkrIfXfSh9zGnE7eBzSV,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,294720,https://open.spotify.com/track/3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All - ABBA,1
141,"bloed, zweet en tranen",Andre Hazes,5ZLkc5RY1NM4FtGWEd6HOE,0.598,0.719,5,-4.306,1,0.0289,0.0766,0.0,0.346,0.373,68.01,241627,https://open.spotify.com/track/5ZLkc5RY1NM4FtGWEd6HOE,"Bloed, Zweet En Tranen - Andre Hazes",3
142,du hast,Rammstein,5awDvzxWfd53SSrsRZ8pXO,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227,https://open.spotify.com/track/5awDvzxWfd53SSrsRZ8pXO,Du hast - Rammstein,0
143,paradise city,Guns N' Roses,3YBZIN3rekqsKxbJc9FZko,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,405640,https://open.spotify.com/track/3YBZIN3rekqsKxbJc9FZko,Paradise City - Guns N' Roses,1
144,nights in white satin - single version / mono mix,The Moody Blues,6L5BZEcZmD6RBJnimzlyKr,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107,https://open.spotify.com/track/6L5BZEcZmD6RBJnimzlyKr,Nights In White Satin - Single Version / Mono Mix - The Moody Blues,5
145,i want to break free,Queen,7iAqvWLgZzXvH38lA06QZg,0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,223080,https://open.spotify.com/track/7iAqvWLgZzXvH38lA06QZg,I Want To Break Free - Queen,3
146,someone like you,Adele,3bNv3VuUOKgrf5hu3YcuRo,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,https://open.spotify.com/track/3bNv3VuUOKgrf5hu3YcuRo,Someone Like You - Adele,6
147,your song,Elton John,38zsOOcu31XbbYj9BIPUF1,0.554,0.315,3,-11.028,1,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787,https://open.spotify.com/track/38zsOOcu31XbbYj9BIPUF1,Your Song - Elton John,6
148,don't you (forget about me) - 2001 mix,Simple Minds,1jyKRuaRzjZdfYL72autvr,0.67,0.75,2,-8.606,1,0.0267,0.0831,0.0566,0.293,0.688,111.266,260773,https://open.spotify.com/track/1jyKRuaRzjZdfYL72autvr,Don't You (Forget About Me) - 2001 Mix - Simple Minds,3
149,streets of philadelphia - single edit,Bruce Springsteen,3fbnbn6A5O5RNb08tlUEgd,0.741,0.29,5,-13.251,1,0.0302,0.294,0.118,0.0924,0.443,93.699,195080,https://open.spotify.com/track/3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit - Bruce Springsteen,6
150,don't look back in anger,Oasis,3ixTiPABjqkBKPocxq6oIe,0.346,0.916,0,-3.588,1,0.0703,0.0331,3.82e-06,0.117,0.249,164.005,287827,https://open.spotify.com/track/3ixTiPABjqkBKPocxq6oIe,Don't Look Back In Anger - Oasis,1
151,jeanny,Falco,6a0lr0jt8lKDJhsAYA49NS,0.648,0.659,9,-10.456,0,0.0456,0.451,0.0,0.189,0.465,105.914,355989,https://open.spotify.com/track/6a0lr0jt8lKDJhsAYA49NS,Jeanny - Falco,0
152,a whiter shade of pale - original single version,Procol Harum,78ZqE2tjAxbqEGGlvGnQfT,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,248947,https://open.spotify.com/track/78ZqE2tjAxbqEGGlvGnQfT,A Whiter Shade of Pale - Original Single Version - Procol Harum,1
153,september,"Earth, Wind & Fire",7Cuk8jsPPoNYQWXK9XRFvG,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,https://open.spotify.com/track/7Cuk8jsPPoNYQWXK9XRFvG,"September - Earth, Wind & Fire",3
154,saturday night,Herman Brood & His Wild Romance,0oNwIWGkPR3hKjOU8nO3im,0.634,0.614,2,-6.917,1,0.0258,0.598,5.21e-06,0.681,0.546,92.108,222507,https://open.spotify.com/track/0oNwIWGkPR3hKjOU8nO3im,Saturday Night - Herman Brood & His Wild Romance,4
155,perfect day,Lou Reed,4TOMI010Sd4ZAX4aZ5TS85,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,225000,https://open.spotify.com/track/4TOMI010Sd4ZAX4aZ5TS85,Perfect Day - Lou Reed,6
156,fields of gold,Sting,0I1DJdLt9BKOb7GWmWxCjo,0.651,0.339,2,-11.917,1,0.0246,0.372,0.0141,0.0739,0.32,103.996,222120,https://open.spotify.com/track/0I1DJdLt9BKOb7GWmWxCjo,Fields Of Gold - Sting,6
157,proud mary,Tina Turner,6gJdDnF2TzfA1WPMXuCa3x,0.397,0.499,2,-10.972,1,0.0685,0.0766,1.55e-06,0.111,0.367,171.067,327400,https://open.spotify.com/track/6gJdDnF2TzfA1WPMXuCa3x,Proud Mary - Tina Turner,1
158,sorry - (live in tivoli),Kyteman,2DOSd7L6SxgMqQlkPDt3ZT,0.352,0.473,7,-8.935,0,0.0379,0.943,0.398,0.656,0.201,67.865,150200,https://open.spotify.com/track/2DOSd7L6SxgMqQlkPDt3ZT,Sorry - (Live in Tivoli) - Kyteman,6
159,ain't no sunshine,Bill Withers,1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,125093,https://open.spotify.com/track/1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine - Bill Withers,6
160,money for nothing,Dire Straits,31DvHUCSioX0JD7B4kZMJ9,0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,510933,https://open.spotify.com/track/31DvHUCSioX0JD7B4kZMJ9,Money For Nothing - Dire Straits,0
161,ice queen,Within Temptation,6WISqX9A2CwDs9Xnd9uz6p,0.159,0.556,8,-7.848,0,0.0322,0.0327,0.00236,0.108,0.15,88.195,321333,https://open.spotify.com/track/6WISqX9A2CwDs9Xnd9uz6p,Ice Queen - Within Temptation,1
162,the last resort - 2013 remaster,Eagles,0MrZG1nTNQVzeSJKi6gFVF,0.549,0.28,7,-10.692,1,0.0311,0.474,0.0612,0.16,0.299,125.83,444912,https://open.spotify.com/track/0MrZG1nTNQVzeSJKi6gFVF,The Last Resort - 2013 Remaster - Eagles,6
163,bed of roses,Bon Jovi,1zng9uqqXoPkmU05nsAlsw,0.309,0.596,5,-5.599,1,0.0293,0.101,0.0,0.21,0.161,164.587,394400,https://open.spotify.com/track/1zng9uqqXoPkmU05nsAlsw,Bed Of Roses - Bon Jovi,1
164,desperado - 2013 remaster,Eagles,2TjnCxxQRYn56Ye8gkUKiW,0.228,0.224,7,-12.749,1,0.0311,0.946,0.000222,0.273,0.18,60.3,213713,https://open.spotify.com/track/2TjnCxxQRYn56Ye8gkUKiW,Desperado - 2013 Remaster - Eagles,6
165,deutschland,Rammstein,2bPGTMB5sFfFYQ2YvSmup0,0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,322340,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0,DEUTSCHLAND - Rammstein,1
166,zeg me dat het niet zo is,Frank Boeijen,5SO1xQrOt9JfiLsNmp2Ha8,0.349,0.134,0,-14.075,0,0.0367,0.851,1.24e-05,0.168,0.288,70.436,161093,https://open.spotify.com/track/5SO1xQrOt9JfiLsNmp2Ha8,Zeg Me Dat Het Niet Zo Is - Frank Boeijen,6
167,sterrenstof,De Jeugd Van Tegenwoordig,7D5vAulNfrQV6xEwzgH0OF,0.714,0.79,5,-3.757,0,0.109,0.317,1.27e-05,0.198,0.904,97.012,220947,https://open.spotify.com/track/7D5vAulNfrQV6xEwzgH0OF,Sterrenstof - De Jeugd Van Tegenwoordig,0
168,perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Perfect - Ed Sheeran,6
169,one,Mary J. Blige,3Lk7RWStfLaHG7lXsuS87j,0.344,0.874,0,-3.161,1,0.0777,0.0841,0.0,0.129,0.269,185.888,260467,https://open.spotify.com/track/3Lk7RWStfLaHG7lXsuS87j,One - Mary J. Blige,1
170,is dit nu later - live,Stef Bos,5VyCCtvZhg3JYhrl9Eqi0T,0.406,0.509,11,-8.536,0,0.0376,0.521,1.21e-05,0.69,0.384,134.019,256840,https://open.spotify.com/track/5VyCCtvZhg3JYhrl9Eqi0T,Is Dit Nu Later - Live - Stef Bos,4
171,somewhere only we know,Keane,1SKPmfSYaPsETbRHaiA18G,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,237147,https://open.spotify.com/track/1SKPmfSYaPsETbRHaiA18G,Somewhere Only We Know - Keane,1
172,smoke on the water,Deep Purple,0XHWClSz0v6RIaRSGqJH3X,0.616,0.612,0,-11.084,1,0.0275,0.169,0.434,0.101,0.897,114.558,337613,https://open.spotify.com/track/0XHWClSz0v6RIaRSGqJH3X,Smoke on the Water - Deep Purple,5
173,dochters,Marco Borsato,2y3lznWjrmXHD8rXEcfEhT,0.644,0.523,7,-9.787,1,0.0304,0.568,0.0,0.111,0.358,127.941,270467,https://open.spotify.com/track/2y3lznWjrmXHD8rXEcfEhT,Dochters - Marco Borsato,6
174,earth song,Michael Jackson,4GCGH6TJ69neckwITeBFXK,0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377,406040,https://open.spotify.com/track/4GCGH6TJ69neckwITeBFXK,Earth Song - Michael Jackson,6
175,whole lotta love - 1990 remaster,Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,https://open.spotify.com/track/0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster - Led Zeppelin,2
176,everybody hurts,R.E.M.,6PypGyiu0Y2lCDBN1XZEnP,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,320267,https://open.spotify.com/track/6PypGyiu0Y2lCDBN1XZEnP,Everybody Hurts - R.E.M.,6
177,sweet caroline,Neil Diamond,62AuGbAkt8Ox2IrFFb8GKV,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573,https://open.spotify.com/track/62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline - Neil Diamond,6
178,careless whisper,George Michael,4jDmJ51x1o9NZB5Nxxc7gY,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,300107,https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper - George Michael,0
179,impossible (orchestral version) [live at abbey road],Nothing But Thieves,2KVMuEgVOyOkxxx0xEFNMS,0.383,0.647,5,-6.186,1,0.0365,0.0593,5.31e-06,0.0987,0.112,82.963,250185,https://open.spotify.com/track/2KVMuEgVOyOkxxx0xEFNMS,Impossible (Orchestral Version) [Live at Abbey Road] - Nothing But Thieves,1
180,love you more,Racoon,64SLdE6sV5g4uQIbVIuRCq,0.404,0.213,1,-10.963,1,0.0336,0.765,0.0,0.108,0.285,170.314,197360,https://open.spotify.com/track/64SLdE6sV5g4uQIbVIuRCq,Love You More - Racoon,6
181,lightning crashes,Live,5vVmnv4EN3X2VBa5Fo3UFM,0.391,0.427,11,-9.271,1,0.0438,0.263,8.62e-06,0.174,0.45,93.192,324500,https://open.spotify.com/track/5vVmnv4EN3X2VBa5Fo3UFM,Lightning Crashes - Live,6
182,zing - vecht - huil - bid - lach - werk en bewonder,Ramses Shaffy,4WCySsw36GzONhLAaBtn2g,0.525,0.324,9,-16.863,1,0.0841,0.525,1.23e-06,0.968,0.461,129.673,281240,https://open.spotify.com/track/4WCySsw36GzONhLAaBtn2g,Zing - Vecht - Huil - Bid - Lach - Werk En Bewonder - Ramses Shaffy,4
183,always remember us this way,Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,210200,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way - Lady Gaga,4
184,three little birds,Bob Marley & The Wailers,6A9mKXlFRPMPem6ygQSt7z,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,180267,https://open.spotify.com/track/6A9mKXlFRPMPem6ygQSt7z,Three Little Birds - Bob Marley & The Wailers,3
185,pokémon theme-new studio recording,Jason Paige,54tuLDw8aD1aYZJhjpNJgp,0.568,0.909,7,-4.806,0,0.0473,0.0325,0.0,0.139,0.397,144.973,196833,https://open.spotify.com/track/54tuLDw8aD1aYZJhjpNJgp,Pokémon Theme-New Studio Recording - Jason Paige,0
186,the unforgettable fire,U2,1gl3GmTDG7CO1JI8ILtGcu,0.421,0.756,10,-8.127,1,0.0317,0.0012,0.0412,0.0698,0.198,136.314,293400,https://open.spotify.com/track/1gl3GmTDG7CO1JI8ILtGcu,The Unforgettable Fire - U2,1
187,deurdonderen,Normaal,6U7rlAukeYVphgDWLc1yk6,0.457,0.792,4,-10.426,1,0.0837,0.013,0.0317,0.106,0.86,174.973,233693,https://open.spotify.com/track/6U7rlAukeYVphgDWLc1yk6,Deurdonderen - Normaal,1
188,kayleigh,Marillion,1Dsd1Nu06UbNmelEhPxKgB,0.562,0.671,2,-7.21,1,0.0269,0.0188,0.00378,0.0947,0.595,106.002,243413,https://open.spotify.com/track/1Dsd1Nu06UbNmelEhPxKgB,Kayleigh - Marillion,3
189,barcelona,Freddie Mercury,3BdId1EhcMX7yAzwzQJLAD,0.176,0.455,3,-8.6,1,0.0358,0.737,0.000524,0.0926,0.129,170.217,266587,https://open.spotify.com/track/3BdId1EhcMX7yAzwzQJLAD,Barcelona - Freddie Mercury,6
190,thriller,Michael Jackson,7azo4rpSUh8nXgtonC6Pkq,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,358053,https://open.spotify.com/track/7azo4rpSUh8nXgtonC6Pkq,Thriller - Michael Jackson,4
191,atemlos durch die nacht,Helene Fischer,1cSXzDZt8vzuUp2XREQEJN,0.798,0.74,11,-4.865,1,0.0458,0.0419,1.84e-06,0.157,0.834,128.054,219720,https://open.spotify.com/track/1cSXzDZt8vzuUp2XREQEJN,Atemlos durch die Nacht - Helene Fischer,3
192,de boer is de keerl,Normaal,02gpJbYl5GhAlYDtLJmls5,0.519,0.4,0,-13.266,1,0.0294,0.212,0.0,0.0757,0.634,84.66,220667,https://open.spotify.com/track/02gpJbYl5GhAlYDtLJmls5,De boer is de keerl - Normaal,6
193,sonne,Rammstein,3gVhsZtseYtY1fMuyYq06F,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,272440,https://open.spotify.com/track/3gVhsZtseYtY1fMuyYq06F,Sonne - Rammstein,0
194,jeremy,Pearl Jam,62nQ8UZVqR2RMvkJHkcO2o,0.285,0.846,2,-6.472,1,0.0438,0.0404,0.0,0.182,0.287,108.808,318227,https://open.spotify.com/track/62nQ8UZVqR2RMvkJHkcO2o,Jeremy - Pearl Jam,1
195,fortunate son,Creedence Clearwater Revival,4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son - Creedence Clearwater Revival,3
196,voor haar,Frans Halsema,5qKdMteVok1Rog4vIKz75q,0.344,0.22,3,-16.309,1,0.0323,0.849,0.0696,0.165,0.332,83.39,172427,https://open.spotify.com/track/5qKdMteVok1Rog4vIKz75q,Voor Haar - Frans Halsema,6
197,the rose,Bette Midler,562JrM9b7jiu8LgzV62x3o,0.347,0.228,0,-9.667,1,0.0296,0.901,0.0,0.38,0.184,133.574,221373,https://open.spotify.com/track/562JrM9b7jiu8LgzV62x3o,The Rose - Bette Midler,6
198,knockin' on heaven's door,Guns N' Roses,4JiEyzf0Md7KEFFGWDDdCr,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000,https://open.spotify.com/track/4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door - Guns N' Roses,1
